"   ","REFORMAT_JOB","UPDATE_JOB","PART_SUPPLIER_NUMBER","PART_SUPPLIER_COUNTRY_ABBR","PART_SUPPLIER_ABBR","JOB_PARM","FORMAT_PART_SUPPLIER_NUMBER","FORMAT_COUNTRY_ABBR","REVERSE_SUPER_JOB_PARM","PACKAGE_NAME_1","PACKAGE_NAME_2","PRICE_FACTOR","JOB_STATUS_INDICATOR","JOB_STEP_DESCRIPTION","REFORMAT_SHELL_NAME","REFORMAT_JOB_START_DATE","REFORMAT_JOB_END_DATE","UPDATE_SHELL_NAME","UPDATE_JOB_START_DATE","UPDATE_JOB_END_DATE","LAST_UPDATE_DATE","LAST_UPDATE_USER","PRICE_DECIMAL_COUNT","PRICE_ZERO_OK_FLAG","DUPLICATE_PARTS_EXPECTED_FLAG","REFORMAT_BUILDS_RTRANS_FLAG","OBSOLETE_JOB_FLAG","PREPROCESS_SCRIPT_NAME","VALIDATE_SUPERSESSIONS_FLAG","SOURCE_FILE_FREQUENCY","SOURCE_FILE_STATUS","REVERSE_SUPER_OLD_PRICE_IND","REVERSE_SUPER_OLD_SUPER_IND","REVERSE_SUPER_NEW_PRICE_IND","REVERSE_SUPER_BOTH_PRICE_IND","REVERSE_SUPER_NO_PRICE_IND","REVERSE_SUPER_RUN_IND","EFFECTIVE_DATE","REPLACEMENT_RUN_FLAG","RUN_TYPE_INDICATOR","NAGS_TYPE","LOOKUP_FORMAT_FLAG","HIST_SUPER_RECEIVED_FLAG","ASSEMBLY_SUPPLIED_FLAG","COMPONENT_SUPPLIED_FLAG","SUPER_SUPPLIED_FLAG","DISC_SUPPLIED_FLAG","PRICE_SUPPLIED_FLAG","ASSEMBLY_GENERATED_FLAG","ASSEMBLY_PROCESSED_FLAG","ASSEMBLY_NOTES","COMPONENT_GENERATED_FLAG","COMPONENT_PROCESSED_FLAG","COMPONENT_NOTES","SUPER_GENERATED_FLAG","SUPER_PROCESSED_FLAG","SUPER_NOTES","DISC_GENERATED_FLAG","DISC_PROCESSED_FLAG","DISC_NOTES","PRICE_GENERATED_FLAG","PRICE_PROCESSED_FLAG","PRICE_NOTES","DATA_SUPPLIED_BY","EFFECTIVE_DATE_SOURCE_NOTES","FILE_EXPECTED_DELIVERY_NOTES","ORIGINAL_FILE_DELIVERY","FILE_NOTIFICATION_NOTES","AB_REFORMAT_JOB_PATH","AB_UPDATE_JOB_PATH","EFFECTIVE_DATE_PATTERN","IS_ACTIVE_FROM_AUTOMATION_FLAG","PREPROCESSOR_JOB","REFORMAT_JOB_ITERATIONS","UPDATE_JOB_ITERATIONS","AB_PREPROCESSOR_JOB_PATH"
"51","mptr055","mptr056","014","US","FIAC","zmpt056a","014","US","","pkg_oem_ref_026","","0","C","mptr056  Supersession Validation Complete","mptr055.ksh","3/25/2024 10:52:58 AM","3/25/2024 10:52:59 AM","mptr056.ksh","3/26/2024 2:06:53 AM","3/26/2024 2:08:48 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","Y","Y","Y","Y","Y","Y","N","Y","","N","Y","","N","Y","","N","Y","","N","Y","","US Chrysler Corporation","1st of next month","23rd - 25th","MITCHELL FTP SERVER","Email notification from CHRYSLER.PARTS.PRICING@CHRYSLER.COM with effective date from Chrysler.  Separate email for US and Canada. (MX included with US.) Suggested procedure is to wait for both emails and then process all six files at same time for ALFC, CHR, and FIAC.  File was at EBMX but as of 4/2022 they are FTPing file to Mitchell. Email  subject like ""PRICE BOOK EFFECTIVE:2022-04-01"".  Suggested procedure is to wait for both emails and then process all six files at same time.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_FIAT_reformatAndUpdate/oem_us_fiat_reformat_mptr055","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_FIAT_reformatAndUpdate/oem_us_fiat_update_mptr056","1st of next month","Y","","10","10",""
"52","pptr055","pptr056","014","PR","FIAC","zppt056a","014","US","","pkg_oem_ref_012","","0","C","pptr056  Supersession Validation Complete","pptr055.ksh","11/1/2018 1:37:35 PM","11/1/2018 1:37:36 PM","pptr056.ksh","11/1/2018 7:45:31 PM","11/1/2018 7:45:31 PM","9/16/2025 11:58:55 PM","RACE","2","N","N","N","Y","","N","1","","","","","","","","11/1/2018","N","O","N/A     ","Y","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","ABC Infotech","date of file arrival","week of PR extract","MITCHELL FTP SERVER","See US FIAC","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_FIAT_reformatAndUpdate/oem_pr_fiat_reformat_pptr055","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_FIAT_reformatAndUpdate/oem_pr_fiat_update_pptr056","date of file arrival","Y","","10","10",""
"53","mptr035","mptr036","030","US","NIS","zmpt036a","030","US","mpt036e","pkg_oem_ref_027","","0","C","mptr036  Supersession Validation Complete","mptr035.ksh","8/15/2024 2:43:20 PM","8/15/2024 2:51:22 PM","mptr036.ksh","8/15/2024 5:38:45 PM","8/15/2024 5:49:16 PM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","N","N","oem_rpt_service_records.ksh","N","1","","R","R","B","D","B","U","3/12/2024","Y","O","N/A     ","N","N","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","Nissan Motor Corporation in U.S.A.","Date of the file that Nissian has on their server, no longer the first day of the next month.","Available Daily","EXTERNAL FTP SERVER","No notification","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_NISSAN_reformatAndUpdate/oem_us_nissan_reformat_mptr035","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_NISSAN_reformatAndUpdate/oem_us_nissan_update_mptr036","1st of next month","Y","","10","10",""
"54","mptr440","mptr441","259","CA","SUZ","zmpt441a","059","US","mpt441e","pkg_oem_ref_031","","0","C","mptr441  Supersession Validation Complete","mptr440.ksh","1/17/2024 7:37:20 AM","1/17/2024 7:39:20 AM","mptr441.ksh","1/18/2024 12:43:41 AM","1/18/2024 12:47:06 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","6","","R","R","B","D","B","U","1/16/2024","N","O","N/A     ","N","N","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","Historic discontinued parts are dropped from file. That said, there are still disc parts in file following the same disc logic as before.","N","Y","","Suzuki Canada Inc.","date of file","","OEM WEBSITE","(See CA SUZ mptr510)","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_SUZUKI_MOTORCYCLE_ReformatAndUpdate/oem_canada_suzuki_motorcycle_reformat_mptr440","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_SUZUKI_MOTORCYCLE_ReformatAndUpdate/oem_canada_suzuki_motorcycle_update_mptr441","1st of next month","Y","","10","10",""
"55","mptr080","mptr081","065","US","LEX","zmpt081a","044","US","mpt081e","pkg_oem_ref_007","","0","C","mptr081  Supersession Validation Complete","mptr080.ksh","7/11/2024 11:51:47 AM","7/11/2024 11:55:22 AM","mptr081.ksh","7/11/2024 12:22:04 PM","7/11/2024 12:26:37 PM","9/16/2025 11:58:55 PM","RACE","0","Y","N","N","N","","N","1","","R","R","B","D","B","U","7/2/2024","N","O","N/A     ","N","Y","Y","Y","Y","N","Y","N","Y","","N","Y","","N","Y","","N","N","","N","Y","","U.S. Toyota Motor Distributors, Inc.","Date of file retrieval","Weekly pick-up","MITCHELL FTP SERVER","NONE","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_MEXICO_TOYOTA_US_LEXUS_reformatsAndUpdates/OEM_US_MEXICO_TOYOTA_US_LEXUS_reformats_suite/step3_oem_us_lexus_reformat_mptr080","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_MEXICO_TOYOTA_US_LEXUS_reformatsAndUpdates/OEM_US_MEXICO_TOYOTA_US_LEXUS_Updates_suite/step3_oem_us_lexus_update_mptr081","1st of next month","Y","","10","10",""
"56","vptr045","vptr046","002","VE","FOR","zvpt046a","002","US","","OBSOLETE","","1.9","C","vptr046  Supersession Validation Complete","vptr045.ksh","4/8/2008 2:28:40 PM","4/8/2008 2:31:15 PM","vptr046.ksh","4/8/2008 6:22:32 PM","4/8/2008 6:33:34 PM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"57","mptr535","mptr536","070","CA","SAT","zmpt536a","001","US","","pkg_oem_ref_039","","0","C","mptr536  Supersession Validation Complete","mptr535.ksh","3/25/2024 8:40:16 AM","3/25/2024 8:58:22 AM","mptr536.ksh","3/26/2024 2:32:39 AM","3/26/2024 2:51:22 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","N","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","** uses same tape as CA G.M.","1st Monday of the month","same as CA GM","MITCHELL FTP SERVER","See CA GM","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_GMC_SAAB_SATURN_reformat/step3_oem_canada_saturn_reformat_mptr535","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_GMC_SAAB_SATURN_Update/step3_oem_canada_saturn_update_mptr536","1st Monday of the next month","Y","","10","10",""
"58","mptr310","mptr311","412","US","MERC","zmpt311a","412","US","mpt311e","pkg_oem_ref_046","","0","C","mptr311  Supersession Validation Complete","mptr310.ksh","11/22/2013 8:14:55 AM","11/22/2013 8:22:26 AM","mptr311.ksh","11/22/2013 11:43:21 PM","11/22/2013 11:51:39 PM","9/16/2025 11:58:55 PM","RACE","0","Y","N","N","Y","","N","999","","R","R","B","D","B","U","11/22/2013","N","O","N/A     ","N","Y","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","","N","Y","","Mercury Marine - Products and Services","","","","","","","","","","","",""
"59","vptr170","vptr171","004","VE","CHR","","004","VE","","OBSOLETE","","1","","","vptr170.ksh","","","vptr171.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"60","mptr240","mptr241","259","US","SUZ","zmpt241a","259","US","mpt241e","pkg_oem_ref_031","","0","C","mptr241  Supersession Validation Complete","mptr240.ksh","3/4/2024 8:01:25 AM","3/4/2024 8:04:59 AM","mptr241.ksh","3/5/2024 1:23:20 AM","3/5/2024 1:27:22 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","3/1/2024","N","O","N/A     ","N","Y","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","","N","Y","","American Suzuki Motor Corp.","1st of current month","1st - 3rd","OEM WEBSITE","","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SUZUKI_MOTORCYCLES_reformatAndUpdate/oem_us_suzuki_motorcycles_reformat_ mptr240","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SUZUKI_MOTORCYCLES_reformatAndUpdate/oem_us_suzuki_motorcycles_update_mptr241","1st of next month","Y","","10","10",""
"61","pptr260","pptr261","232","PR","HON","zppt261a","032","US","","pkg_oem_ref_012","","0","C","pptr261  Supersession Validation Complete","pptr260.ksh","3/8/2007 2:06:48 PM","3/8/2007 2:08:25 PM","pptr261.ksh","3/8/2007 10:53:11 PM","3/8/2007 10:56:59 PM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","Y","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","N","","ABC Infotech ","","","","","","","date of file arrival","","","","",""
"62","mptr165","mptr166","070","US","SAT","zmpt166a","001","US","","pkg_oem_ref_005_price","pkg_oem_ref_005_super","0","C","mptr166  Supersession Validation Complete","mptr165.ksh","2/21/2024 9:23:31 AM","2/21/2024 9:29:52 AM","mptr166.ksh","2/22/2024 5:47:14 AM","2/22/2024 5:57:06 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","3/1/2024","N","O","N/A     ","N","N","Y","N","Y","Y","Y","Y","Y","","N","N","","N","Y","","N","Y","","N","Y","","** uses same file as US G.M","1st of next month","same as US GM","EXTERNAL FTP SERVER","See US GM","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SATURN_reformatAndUpdate/oem_us_saturn_reformat_mptr165","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SATURN_reformatAndUpdate/oem_us_saturn_reformat_mptr165","1st of next month","Y","","10","10",""
"63","mptr135","mptr136","043","US","SUB","zmpt136a","043","US","mpt136e","pkg_oem_ref_036","","0","C","mptr136  Supersession Validation Complete","mptr135.ksh","3/21/2024 8:23:24 AM","3/21/2024 8:27:39 AM","mptr136.ksh","3/22/2024 1:13:13 AM","3/22/2024 1:17:59 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","Y","N","N","Y","Y","Y","N","N","","N","N","","N","Y","","N","Y","","N","Y","","Subaru of America, Inc.","1st of next month","19th - 23rd","EMAIL ATTACHMENT","Email notification from ptsprice@subaru.com to production.control.com.  Zipped file dealer_pricing_file.zip renamed to subaruus.prc.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SUBARU_reformatAndUpdate/oem_us_subaru_reformat_mptr135","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_SUBARU_reformatAndUpdate/oem_us_subaru_update_mptr136","1st of next month","Y","","10","10",""
"64","pptr090","pptr091","036","PR","MBZ","zppt091a","036","US","","pkg_oem_ref_018","","0","C","pptr091  Supersession Validation Complete","pptr090.ksh","6/11/2024 6:01:58 PM","6/11/2024 6:01:59 PM","pptr091.ksh","6/11/2024 6:02:09 PM","6/11/2024 6:04:30 PM","9/16/2025 11:58:55 PM","RACE","2","N","Y","N","N","","N","1","","","","","","","","5/1/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","ABC Infotech ","date of file arrival","week of PR extract","MITCHELL FTP SERVER","Separate email notification for each PR OEM file, and file delivery noted in RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_MERCEDES_reformatAndUpdate/oem_pr_mercedes_reformat_pptr090","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_MERCEDES_reformatAndUpdate/oem_pr_mercedes_update_pptr091","date of file arrival","Y","","10","10",""
"65","mptr190","mptr191","000","US","NAG","zmpt191a","000","US","","pkg_oem_ref_019","","0","C","mptr191  Supersession Validation Complete","mptr190.ksh","1/8/2024 8:10:50 AM","1/8/2024 8:11:39 AM","mptr191.ksh","1/9/2024 12:40:08 AM","1/9/2024 12:41:44 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","4","","","","","","","","1/8/2024","N","O","DOM&IMP ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","National Auto Glass Specifications, Inc.","1st of next month","","EMAIL ATTACHMENT","Email notification from NAGS team with attachment. Email also includes effective date. Files received 3x/year in Dec, Apr, Aug, (Effective Jan, May, Sep)","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_NAGS_reformatAndUpdate/oem_us_nags_reformat_mptr190","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_NAGS_reformatAndUpdate/oem_us_nags_update_mptr191","1st of next month","Y","","10","10",""
"66","vptr145","vptr146","044","VE","TOY","zvpt146a","044","US","vpt146e","OBSOLETE","","2.3","C","vptr146  Supersession Validation Complete","vptr145.ksh","4/14/2008 3:13:54 PM","4/14/2008 3:18:41 PM","vptr146.ksh","4/14/2008 10:50:54 PM","4/14/2008 11:00:21 PM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","R","R","B","D","B","U","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"67","mptr410","mptr411","004","CA","CHR","zmpt411a","004","US","","pkg_oem_ref_032","","0","C","mptr411  Supersession Validation Complete","mptr410.ksh","3/25/2024 5:42:37 AM","3/25/2024 6:00:50 AM","mptr0411.ksh","3/26/2024 1:42:45 AM","3/26/2024 2:02:10 AM","9/16/2025 11:55:23 PM","RACE","2","Y","N","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","Y","Y","Y","Y","Y","Y","N","Y","","N","Y","","N","Y","","N","Y","","N","Y","","US Chrysler Corporation","1st of next month","23rd - 25th","MITCHELL FTP SERVER","Email notification from CHRYSLER.PARTS.PRICING@CHRYSLER.COM with effective date from Chrysler.  Separate email for US and Canada. (MX included with US.) Suggested procedure is to wait for both emails and then process all six files at same time for ALFC, CHR, and FIAC.  File was at EBMX but as of 4/2022 they are FTPing file to Mitchell. Email  subject like ""CANADIAN PRICE BOOK EFFECTIVE:2022-04-01"".  Suggested procedure is to wait for both emails and then process all six files at same time.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_CHRYSLER_reformatAndUpdate/oem_canada_chrysler_reformat_mptr410","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_CHRYSLER_reformatAndUpdate/oem_canada_chrysler_update_mptr411","1st of next month","Y","mptr410","10","10","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_CHRYSLER_reformatAndUpdate/oem_canada_chrysler_reformat_mptr410
"
"68","mptr010","mptr011","058","US","ACU","zmpt011a","058","US","mpt011e","pkg_oem_ref_006","","0","C","mptr011  Supersession Validation Complete","mptr010.ksh","3/21/2024 6:46:22 AM","3/21/2024 6:50:12 AM","mptr011.ksh","3/22/2024 12:51:38 AM","3/22/2024 12:57:28 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","","N","Y","","N","Y","","N","Y","","American Honda Motor Co., Inc.","1st of next month","21st - 23rd","OEM WEBSITE","","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_ACURA_reformatAndUpdate/oem_us_acura_reformat_mptr010","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_ACURA_reformatAndUpdate/oem_us_acura_reformat_mptr010","1st of next month","Y","","10","10",""
"69","xptr185","xptr186","041","MX","REN","zxpt186a","041","MX","","OBSOLETE","","0","","Converted to PL/SQL","xptr185.ksh","","","xptr186.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","Y","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"70","mptr540","mptr541","056","CA","ISU","zmpt541a","056","US","mpt541e","pkg_oem_ref_040","","0","C","mptr541  Supersession Validation Complete","mptr540.ksh","3/20/2024 9:32:56 AM","3/20/2024 9:34:30 AM","mptr541.ksh","3/21/2024 1:14:27 AM","3/21/2024 1:16:20 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","N","N","Y","N","Y","N","N","","N","N","","N","Y","","N","N","","N","Y","","Isuzu Motors America, LLC ","1st of next month","22nd - 28th","MITCHELL FTP SERVER","Email notification sent from Tom Ursano <Tom.Ursano@isza.com> to production.control.oem for US and CA notificatino.  Effective Month and Year is given; therfore should be on RACEDataOps FTP Report regarding file delivery.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_Canada_Isuzu_reformatAndUpdate/oem_canada_isuzu_reformat_mptr540","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_Canada_Isuzu_reformatAndUpdate/oem_canada_isuzu_update_mptr541","1st of next month","Y","","10","10",""
"71","mptr290","mptr291","290","US","KAW","zmpt291a","290","US","mpt291e","pkg_oem_ref_009","","0","C","mptr291  Supersession Validation Complete","mptr290.ksh","6/22/2022 2:10:25 PM","6/22/2022 2:14:22 PM","mptr291.ksh","6/22/2022 9:25:04 PM","6/22/2022 9:29:18 PM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","4","","R","R","B","D","B","U","7/2/2022","N","O","QTRLY   ","N","N","N","N","Y","Y","Y","N","N","","N","N","","N","N","Singulars Only","N","N","","N","N","","Kawasaki Motorcycles","date of file arrival","","OEM WEBSITE","Email notification.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KAWASAKI_MOTORCYCLE_QUARTERLY_reformatsAndUpdates/oem_us_kawasaki_motorcycle_quarterly_reformat_mptr290","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_KAWASAKI_MOTORCYCLE_QUARTERLY_reformatsAndUpdates/oem_us_kawasaki_motorcycle_quarterly_update_mptr291","1st of next month","Y","","10","10",""
"72","pptr065","pptr066","060","PR","HYU","zppt066a","060","US","","pkg_oem_ref_012","","0","C","pptr066  Supersession Validation Complete","pptr065.ksh","3/7/2024 8:11:26 AM","3/7/2024 8:14:25 AM","pptr066.ksh","3/8/2024 1:43:11 AM","3/8/2024 1:46:06 AM","9/16/2025 11:58:55 PM","RACE","0","N","Y","N","N","","N","1","","","","","","","","3/7/2024","N","O","N/A     ","N","N","N","N","N","N","Y","N","N","","N","N","","N","N","","N","N","","N","Y","","ABC Infotech ","date of file arrival","week of PR extract","MITCHELL FTP SERVER","Separate email notification for each PR OEM file, and file delivery noted in RACEDataOps FTP Report.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_HYUNDAI_reformatAndUpdate/oem_pr_hyundai_reformat_pptr065","/RDO/Jobs/Production/Race/OEM_Reformats_Updates_PuertoRico/OEM_PR_HYUNDAI_reformatAndUpdate/oem_pr_hyundai_update_pptr066","date of file arrival","Y","","10","10",""
"73","mptr530","mptr531","064","CA","RAN","zmpt531a","064","US","mpt531e","pkg_oem_ref_038","","0","C","mptr531  Supersession Validation Complete","mptr530.ksh","3/27/2024 9:05:54 AM","3/27/2024 9:08:40 AM","mptr531.ksh","3/28/2024 2:19:50 AM","3/28/2024 2:22:44 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","N","Y","N","Y","N","Y","N","Y","","N","N","","N","Y","","N","N","","N","Y","","Jaguar Land Rover North America, LLC","1st of next month","22nd - 29th","OEM WEBSITE","Email notification. (Not always so login and check if they've forgotten to email us.)","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_LANDROVER_reformatAndUpdate/oem_canada_landrover_reformat_mptr530","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_CANADA_LANDROVER_reformatAndUpdate/oem_canada_landrover_update_mptr531","1st of next month","Y","","10","10",""
"74","mptr220","mptr221","224","US","BMW","zmpt221a","024","US","mpt221e","pkg_oem_ref_003","","0","C","mptr221  Supersession Validation Complete","mptr220.ksh","3/22/2024 9:50:12 AM","3/22/2024 9:51:24 AM","mptr221.ksh","3/23/2024 1:27:38 AM","3/23/2024 1:29:08 AM","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","N","","N","1","","R","R","B","D","B","U","4/1/2024","N","O","N/A     ","N","Y","N","N","Y","N","Y","N","N","","N","N","","N","Y","","N","N","","N","Y","","BMW of North America, Inc.","1st of next month","21st - 23rd","EXTERNAL FTP SERVER","Email notification for Auto and M/C, with effective date (sometimes only one email and M/C files will be on FTP when auto are there).

Email notification from Jose.Thomas@bmwna.com sent to productoin.control.oem with effective date Month, Day, Year zip file is available to pull from their website for Auto and M/C.","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_BMW_MOTORCYCLE_reformatAndUpdate/oem_us_bmw_motorcycle_reformat_mptr220","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_US_BMW_MOTORCYCLE_reformatAndUpdate/oem_us_bmw_motorcycle_update_mptr221","1st of next month","Y","","10","10",""
"75","xptr170","xptr171","004","MX","CHR","zxpt171a","004","US","","pkg_oem_ref_026","","19.9301","C","xptr171  Supersession Validation Complete","xptr170.ksh","3/22/2024 12:54:24 PM","3/22/2024 1:08:58 PM","xptr171.ksh","3/23/2024 2:00:59 AM","3/23/2024 2:18:39 AM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","N","","N","1","","","","","","","","4/1/2024","N","O","N/A     ","N","Y","Y","Y","Y","Y","Y","N","Y","","N","Y","","N","Y","","N","Y","","N","Y","","** Uses same data as US Chrysler","1st of next month","23rd - 25th","MITCHELL FTP SERVER","See US CHR","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_MEXICO_CHRYSLER_reformatAndUpdate/oem_mexico_chrysler_reformat_xptr170","/RDO/Jobs/Production/Race/OEM_Reformats_Updates/OEM_MEXICO_CHRYSLER_reformatAndUpdate/oem_mexico_chrysler_update_xptr171","1st of next month","Y","","10","10",""
"76","lptr040","lptr041","002","BR","FOR","zlpt041a","002","BR","","OBSOLETE","","0","C","lptr041  Supersession Validation Complete","lptr040.ksh","4/25/2006 3:58:07 PM","4/25/2006 4:01:45 PM","lptr041.ksh","4/25/2006 4:04:14 PM","4/25/2006 4:15:08 PM","9/16/2025 11:58:55 PM","RACE","2","Y","Y","Y","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"77","lptr010","lptr011","021","BR","ALF","","021","BR","","OBSOLETE","","0","","","lptr010.ksh","","","lptr011.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"78","lptr015","lptr016","021","BR","ALF","","021","BR","","OBSOLETE","","0","","","lptr015.ksh","","","lptr016.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"79","mptr515","mptr516","021","CA","ALF","","021","CA","mpt016e","OBSOLETE","","0","","","mptr515.ksh","","","mptr516.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
"80","mptr015","mptr016","021","US","ALF","","021","US","mpt016e","OBSOLETE","","0","","","mptr015.ksh","","","mptr016.ksh","","","9/16/2025 11:58:55 PM","RACE","2","Y","N","N","Y","","N","999","","","","","","","","","N","O","N/A","N","N","N","N","N","N","N","N","N","","N","N","","N","N","","N","N","","N","N","","","","","","","","","","","","","",""
